tree	shape	rho	newick	origin
1	1	0.1	(((84:18.69847233,(7:17.9303224,(57:8.498537171,67:8.498537171):9.431785224):0.7681499372):18.8607281,((((66:11.63033557,76:11.63033557):1.574909484,(72:7.322340757,(75:6.873509032,80:6.873509032):0.4488317254):5.882904299):10.36633272,(54:20.50038717,((((24:10.60716605,(70:9.574503922,(85:8.822329972,94:8.822329972):0.7521739495):1.032662125):6.228106877,(27:7.520787481,29:7.520787481):9.314485442):1.98087108,(3:8.235114387,93:8.235114387):10.58102962):1.442011009,(88:19.88215852,(83:15.48198588,(37:4.820294342,51:4.820294342):10.66169154):4.40017264):0.3759964892):0.242232157):3.071190606):8.059068366,((((63:20.49784181,(79:18.79663337,86:18.79663337):1.701208444):3.218612556,(10:9.881260196,32:9.881260196):13.83519417):3.146688109,(((64:4.393451464,95:4.393451464):13.92392177,(25:4.307468744,96:4.307468744):14.00990449):6.809670788,((12:6.077761945,31:6.077761945):14.37464187,((19:11.89812357,(16:9.087251048,(13:7.773778642,46:7.773778642):1.313472406):2.810872522):5.806188109,(33:17.69231442,(100:16.4255461,(8:11.88969293,39:11.88969293):4.535853173):1.266768319):0.01199725972):2.748092137):4.674640207):1.736098454):2.423844176,((59:22.78099315,(74:14.22819721,((9:7.503563671,18:7.503563671):1.326624905,(15:6.240396001,44:6.240396001):2.589792576):5.398008631):8.552795947):0.4760525968,(36:20.70422544,(1:13.09066493,52:13.09066493):7.613560506):2.552820312):6.029940901):2.343659488):5.92855429):0.2948156873,((((21:20.89251146,(5:20.79181369,(55:14.09734172,((90:9.480415796,(11:6.613398275,97:6.613398275):2.867017521):0.125543945,(30:3.691594807,98:3.691594807):5.914364934):4.491381983):6.694471968):0.1006977643):0.9498120158,(17:19.15947272,((23:6.270747236,26:6.270747236):11.55450908,(42:14.48919477,(47:5.916746759,49:5.916746759):8.572448009):3.336061552):1.334216396):2.682850756):6.151640238,((77:24.4890762,(65:19.63363219,(34:16.63134242,(20:9.889154195,22:9.889154195):6.742188225):3.002289769):4.855444009):1.20271397,(((50:15.96633283,58:15.96633283):2.286591075,((28:10.92639133,(53:9.060998027,(14:5.705423194,(40:5.086714631,(45:3.984832308,48:3.984832308):1.101882323):0.6187085635):3.355574833):1.865393301):2.320988122,(91:0.144456143,92:0.144456143):13.10292331):5.005544457):5.125477079,((38:16.70503187,99:16.70503187):0.6433105445,(60:10.22193237,(68:3.476747897,(43:2.778438746,73:2.778438746):0.6983091515):6.745184472):7.126410047):6.030058569):2.313389183):2.302173543):4.068276167,((((71:12.38651715,(62:10.8030972,(2:10.3741815,61:10.3741815):0.4289157033):1.583419951):8.465162879,(69:14.09820678,82:14.09820678):6.753473259):2.568186781,(81:13.91132473,((6:7.928230203,(41:2.883425374,87:2.883425374):5.044804829):3.96701078,(78:9.606302891,(35:6.142716632,56:6.142716632):3.463586258):2.288938093):2.016083743):9.508542089):1.60990468,(4:15.81025588,89:15.81025588):9.219515616):7.032468381):5.791776241):4.956595032;	42.8106111505566
2	5	0.1	(((((14:17.39708892,20:17.39708892):5.5399642,(30:19.70084014,78:19.70084014):3.236212978):8.129436163,(36:19.56455331,(67:11.81094791,(73:8.091389548,84:8.091389548):3.719558363):7.753605398):11.50193597):15.61884527,(((4:8.114530793,34:8.114530793):25.32084861,((49:27.37588494,(15:22.56111434,(55:19.07999232,(92:8.456137619,(94:0.4100361328,95:0.4100361328):8.046101486):10.6238547):3.481122013):4.814770604):3.164465027,(89:25.96738633,(21:12.27366667,99:12.27366667):13.69371966):4.572963641):2.895029436):4.989687078,(((27:16.9582858,28:16.9582858):10.1093821,(((70:16.97488114,87:16.97488114):2.651694339,(90:10.34966876,(32:3.304566347,53:3.304566347):7.045102409):9.276906727):3.415362505,(39:20.39171718,(76:0.9529495514,77:0.9529495514):19.43876763):2.650220804):4.025729908):4.420925681,(7:27.87619245,(8:21.98744519,59:21.98744519):5.888747266):3.612401125):6.936472905):8.260268065):4.526943697,((((41:26.42574072,(42:18.29894416,(22:10.45459144,65:10.45459144):7.844352727):8.126796556):7.988815737,((46:21.94690455,(69:17.15958948,91:17.15958948):4.787315076):6.779014014,((26:12.64999904,98:12.64999904):12.01979857,(((13:5.788231492,86:5.788231492):9.932537303,(33:9.194490253,45:9.194490253):6.526278542):6.194056023,(93:16.5206141,(3:11.23658116,40:11.23658116):5.284032937):5.394210718):2.754972787):4.056120962):5.688637891):9.175413259,((((44:18.99627293,(25:6.245918684,52:6.245918684):12.75035425):10.89645439,((96:19.61473877,(19:4.431561533,97:4.431561533):15.18317723):6.562996,((60:7.36069056,63:7.36069056):11.63602936,(47:16.01910938,(11:12.28455998,(62:9.623103388,100:9.623103388):2.661456595):3.734549398):2.977610544):7.181014843):3.714992553):2.601437162,((29:19.54044731,(68:10.2776035,88:10.2776035):9.262843811):7.025820935,(10:21.47779683,(58:16.80116597,(5:8.106861427,81:8.106861427):8.694304546):4.676630855):5.08847142):5.927896235):8.726431351,(64:11.24351661,(74:9.35979561,75:9.35979561):1.883721003):29.97707922):2.369373883):5.191158525,(((9:6.595148276,50:6.595148276):27.50036361,(((1:19.58780183,17:19.58780183):8.260820103,(48:23.99188913,(35:17.76784354,66:17.76784354):6.224045583):3.856732803):3.631233912,(57:6.183393095,85:6.183393095):25.29646275):2.615656043):9.443090409,(((18:19.96420271,(2:12.90928833,(23:4.011426292,24:4.011426292):8.897862039):7.054914376):13.45006198,(6:16.79054118,43:16.79054118):16.62372351):5.898086134,(((54:27.66731076,(61:15.66198639,71:15.66198639):12.00532437):4.871839965,((12:12.3633513,37:12.3633513):8.089400512,(38:15.38467697,79:15.38467697):5.068074844):12.08639891):4.026955941,((51:28.59078124,80:28.59078124):3.8741398,((16:26.21969679,(56:13.42800112,(82:0.7098947213,83:0.7098947213):12.7181064):12.79169566):4.081138833,(31:20.5736193,72:20.5736193):9.727216323):2.164085421):4.101185625):2.746244154):4.226251472):5.242525949):2.431150003):5.682243742;	56.8945219858676
3	20	0.1	((((((44:24.24771164,56:24.24771164):9.842668759,((37:14.72255364,(15:4.908866904,74:4.908866904):9.813686735):9.983868036,(4:6.205352138,66:6.205352138):18.50106954):9.383958724):4.092182827,(55:31.10358073,(23:23.81011855,(27:15.75763877,42:15.75763877):8.052479776):7.293462181):7.078982499):3.76079262,(28:27.86503686,(85:23.77546992,(36:20.23841409,77:20.23841409):3.537055834):4.089566939):14.07831898):4.026049635,((((89:0.2741440345,90:0.2741440345):26.1198414,(59:22.94245602,(3:12.97755401,20:12.97755401):9.964902013):3.451529417):3.686411773,((45:7.071506473,48:7.071506473):18.53764757,((60:16.71330738,94:16.71330738):3.745076333,(67:15.02300463,(22:9.057549776,71:9.057549776):5.965454853):5.435379087):5.150770332):4.471243162):6.111166217,(13:19.63731782,54:19.63731782):16.55424561):9.777842054):13.61923209,((((72:28.08512939,99:28.08512939):4.69665902,((32:22.01648471,(12:14.08845655,14:14.08845655):7.928028158):5.61451482,((24:12.26793376,52:12.26793376):10.21460663,(100:13.64602196,(25:9.554079269,97:9.554079269):4.09194269):8.836518433):5.148459137):5.150788884):11.14100815,((10:35.28677048,(((7:18.98772697,79:18.98772697):7.631370341,(33:20.40321533,41:20.40321533):6.215881982):3.800753821,(30:26.44013317,(64:21.92751038,(38:16.61968296,(9:5.787681866,58:5.787681866):10.83200109):5.307827426):4.512622789):3.97971796):4.866919353):4.227529144,((88:31.84821321,(16:19.28589536,(29:13.67372054,(75:5.538778125,76:5.538778125):8.13494241):5.61217482):12.56231785):4.693435296,((17:20.16222495,69:20.16222495):11.62107969,((11:18.4911381,62:18.4911381):4.610339333,(40:14.9426815,(8:9.633235905,96:9.633235905):5.309445593):8.15879594):8.681827198):4.758343869):2.972651125):4.408496932):5.65079007,(((83:25.20551657,(19:20.00900532,((70:5.530939852,86:5.530939852):5.584460624,(78:5.914804672,81:5.914804672):5.200595804):8.893604848):5.196511243):10.28055054,((84:28.67681855,((39:16.11945716,53:16.11945716):3.686872322,(5:11.36560042,91:11.36560042):8.440729054):8.870489075):2.740975662,(34:26.4222984,49:26.4222984):4.995495816):4.068272887):8.58109938,((((63:19.27933841,(73:5.690380919,98:5.690380919):13.58895749):9.647111309,(57:18.1675825,(43:15.29352559,68:15.29352559):2.874056912):10.75886722):6.524783702,((35:14.63208481,95:14.63208481):15.8348672,((31:20.83778802,(1:12.61237282,82:12.61237282):8.225415202):5.091756743,((46:2.532688355,87:2.532688355):20.67760239,(50:11.24531813,61:11.24531813):11.96497262):2.719254015):4.537407238):4.984281423):3.994190498,((47:30.9282311,(18:27.117779,65:27.117779):3.810452094):3.973228588,(26:29.36589357,((6:13.20159016,21:13.20159016):12.93926672,((92:0.1693127583,93:0.1693127583):14.49169944,(80:10.20977251,(2:6.486349443,51:6.486349443):3.723423067):4.451239686):11.47984468):3.225036697):5.535566115):4.543964239):4.621742559):5.506420148):10.01505094):11.88254031;	71.471177880768
4	50	0.1	(((((39:34.46279171,(27:28.79159746,(90:24.40417932,(47:13.62706414,(25:7.941538935,(16:4.276009678,89:4.276009678):3.665529256):5.685525208):10.77711517):4.387418149):5.671194242):6.611431034,(((94:26.59353884,(67:22.10210543,71:22.10210543):4.491433413):5.029760975,(75:26.40134723,(30:21.82008206,92:21.82008206):4.581265174):5.221952588):5.685493259,(23:21.97316443,(9:13.40604328,73:13.40604328):8.567121146):15.33562865):3.765429662):5.392656235,((95:26.15372488,(4:20.63320972,(28:17.01203181,(69:11.55250346,74:11.55250346):5.459528351):3.621177913):5.520515156):15.81808849,((38:33.04419066,(55:23.09998762,(8:18.94096785,41:18.94096785):4.159019772):9.94420304):4.254893799,(78:32.6075086,(87:27.94488197,(76:24.18476923,(40:19.14679199,97:19.14679199):5.037977248):3.760112738):4.66262663):4.69157586):4.672728908):4.495065605):5.942081076,((72:31.67195818,((31:7.507013604,32:7.507013604):18.10315308,(1:15.2322224,(100:10.4463979,(85:0.4117428097,86:0.4117428097):10.03465509):4.785824501):10.37794429):6.061791492):10.32886642,((44:20.48583753,(17:9.320881655,99:9.320881655):11.16495587):11.59179056,((14:14.63563262,20:14.63563262):6.574194073,(37:16.72621926,68:16.72621926):4.483607434):10.86780139):9.92319652):10.40813545):3.96772176,((((49:12.1818758,50:12.1818758):19.31170425,((83:21.49119897,(48:11.71846152,(57:1.928518089,58:1.928518089):9.789943427):9.772737453):5.498413563,(56:6.527367475,(51:2.170139119,52:2.170139119):4.357228356):20.46224506):4.503967517):14.54384216,((91:30.5550176,((42:22.0163478,(29:8.928286361,96:8.928286361):13.08806144):4.064540078,(5:19.30937296,(21:8.542515316,35:8.542515316):10.76685765):6.77151491):4.474129724):5.237912395,((62:20.98656966,93:20.98656966):10.11323709,((63:21.6278407,(2:16.8478454,6:16.8478454):4.779995299):5.784557172,(79:0.7914498251,80:0.7914498251):26.62094805):3.687408875):4.693123242):10.24449222):4.286992408,(((((18:4.180758778,19:4.180758778):27.28741255,((13:17.79911774,70:17.79911774):8.661676918,(45:2.353297215,46:2.353297215):24.10749744):5.007376674):5.444411722,(((82:22.11937658,(43:11.63889085,66:11.63889085):10.48048573):6.379836585,(98:23.93850158,(59:18.61067765,(12:13.51613716,22:13.51613716):5.094540498):5.32782393):4.560711584):4.216460473,((65:25.11314193,(33:20.2244233,81:20.2244233):4.888718624):4.073827308,(36:17.39312922,(11:12.62950407,34:12.62950407):4.763625152):11.79384001):3.528704407):4.19690941):4.132466349,(3:31.56103756,((15:20.17336311,(10:14.26102922,88:14.26102922):5.912333889):5.093398882,(84:16.31322852,(53:6.776794134,(60:1.808921751,61:1.808921751):4.967872382):9.536434389):8.95353347):6.294275569):9.48401184):4.652648521,(26:35.88581122,((54:24.49913168,(7:19.39893347,24:19.39893347):5.100198208):6.20235832,(64:7.543900985,77:7.543900985):23.15758902):5.184321215):9.811886706):4.626716697):6.052267193):4.89684161;	61.2735234208815
5	100	0.1	((((((20:30.16079857,(32:24.89275473,(16:4.211775072,99:4.211775072):20.68097966):5.268043845):4.638203051,(((72:19.75271083,((38:8.907897024,(41:3.384459389,42:3.384459389):5.523437634):4.908213366,(44:3.119339241,45:3.119339241):10.69677115):5.936600439):4.854369713,(96:18.76852277,(90:5.273858938,93:5.273858938):13.49466383):5.838557777):5.006921051,(2:24.71806537,86:24.71806537):4.895936226):5.185000032):4.945255856,(((1:18.09501498,26:18.09501498):10.88956823,(((9:14.23875393,87:14.23875393):3.781712655,(24:3.936083938,25:3.936083938):14.08438265):5.166134967,(40:18.20560951,56:18.20560951):4.980992043):5.797981658):6.228156509,((19:23.99120077,(58:15.36178401,(88:10.19397186,(6:4.761047506,92:4.761047506):5.432924357):5.167812146):8.629416757):5.209164551,((11:19.20390848,(49:8.20748115,53:8.20748115):10.99642733):4.970286076,(48:13.25415947,66:13.25415947):10.92003509):5.026170756):6.012374405):4.53151776):4.365846668,((75:33.09316818,(46:28.75825799,(65:18.95360664,76:18.95360664):9.804651341):4.334910197):4.919237241,(59:33.77267657,(73:29.08952843,((84:0.4590564184,85:0.4590564184):24.26688914,(17:20.28972603,(82:5.977151904,94:5.977151904):14.31257412):4.43621953):4.363582877):4.68314814):4.239728849):6.097698726):4.529635675,(((4:29.18725765,(89:24.7132672,(80:20.32151988,((77:0.7996389137,78:0.7996389137):14.54455697,(74:5.169531082,95:5.169531082):10.1746648):4.977323998):4.391747317):4.473990453):4.879787294,(51:24.05069784,(43:18.9642033,(30:12.87568266,52:12.87568266):6.088520638):5.086494541):10.0163471):9.311400975,(((70:27.92986483,(83:24.09140427,97:24.09140427):3.838460562):4.832378739,(((54:18.40496527,(28:8.926123189,33:8.926123189):9.478842083):4.575142977,(61:16.82583619,81:16.82583619):6.154272061):4.708718407,(36:18.53058223,(34:3.686172843,35:3.686172843):14.84440939):9.158244425):5.073416912):5.223293206,(10:28.35787024,(50:23.16547935,(3:18.50877698,100:18.50877698):4.656702366):5.192390896):9.62766653):5.392909147):5.261293903):5.330805114,(((((21:4.030849711,22:4.030849711):24.96669119,(13:18.67107214,31:18.67107214):10.32646875):8.85919707,(62:22.7975182,68:22.7975182):15.05921976):4.762230075,((18:19.13332831,47:19.13332831):14.95256866,(15:9.222199647,98:9.222199647):24.86369732):8.533071076):5.336324542,((((29:8.896518529,60:8.896518529):22.12722419,(91:25.88966804,(69:16.42798265,79:16.42798265):9.461685386):5.134074682):5.429798274,((37:19.86874494,(7:9.956885618,8:9.956885618):9.911859325):5.08303818,(5:20.88525726,(63:12.31258151,67:12.31258151):8.572675747):4.066525865):11.50175787):5.284384562,((39:28.46994614,(23:18.94292558,(12:14.24625308,14:14.24625308):4.696672499):9.527020563):8.772869976,((27:27.83165855,(57:21.9574098,71:21.9574098):5.874248754):4.37568548,(55:17.32832204,64:17.32832204):14.879022):5.035472081):4.495109443):6.217367025):6.015252355):4.627206492;	58.5977514301338
6	1	0.25	(((((41:13.41510131,((15:8.429063074,78:8.429063074):0.1833689693,(54:6.335152872,(67:1.396194772,80:1.396194772):4.9389581):2.277279172):4.80266927):1.950072686,(14:7.002964186,(31:3.183882334,83:3.183882334):3.819081852):8.362209814):6.203550664,(8:7.809182689,16:7.809182689):13.75954197):2.686947763,((29:6.139147209,45:6.139147209):12.7023501,((5:17.59982549,(76:11.99227844,(27:3.467200964,40:3.467200964):8.525077479):5.607547048):0.3843250349,(7:16.51432555,(((84:12.43405704,100:12.43405704):3.332203579,(21:12.48765243,(4:11.87134072,((71:4.432353144,(48:1.922191176,49:1.922191176):2.510161969):3.989024074,(32:3.18172895,77:3.18172895):5.239648269):3.449963499):0.6163117151):3.278608185):0.1203995282,(((56:1.578540634,57:1.578540634):2.800072665,(55:1.609383944,(86:0.6295831611,87:0.6295831611):0.979800783):2.769229355):7.063554553,(66:3.253647234,94:3.253647234):8.188520618):4.444492294):0.6276654035):1.469824975):0.8573467861):5.414175115):2.048621962,((90:22.87137181,((82:11.66447894,(((42:8.361827793,(74:0.9775319918,75:0.9775319918):7.384295801):1.515462228,(47:2.136045745,99:2.136045745):7.741244275):1.535823733,(53:8.052479224,((28:3.373367238,(58:2.972120138,59:2.972120138):0.4012470998):3.41096565,(34:6.457349611,(69:1.342872415,70:1.342872415):5.114477196):0.3269832772):1.268146336):3.360634529):0.2513651832):10.20464205,((((46:3.663264673,96:3.663264673):9.772755647,(3:11.89550202,(11:7.134522993,(64:1.448494587,65:1.448494587):5.686028406):4.760979027):1.5405183):2.513405687,((24:5.01164099,50:5.01164099):10.56596328,(33:11.30963397,79:11.30963397):4.267970295):0.3718217402):4.738320018,(23:4.098830331,(44:2.174366453,92:2.174366453):1.924463878):16.58891569):1.181374961):1.002250825):3.156410845,((((20:4.831428224,88:4.831428224):6.577521688,(52:9.756251548,(39:7.193644191,(22:5.409912101,62:5.409912101):1.78373209):2.562607357):1.652698363):9.0024199,(((13:6.766828918,36:6.766828918):7.218526618,((6:9.613507774,(63:4.557824188,(35:3.091942028,38:3.091942028):1.465882161):5.055683586):1.688500552,(51:10.08212262,(85:6.275483272,95:6.275483272):3.806639347):1.219885706):2.683347211):5.632536149,(((2:13.41843025,97:13.41843025):3.7988435,((25:3.729870054,68:3.729870054):4.464384323,(9:7.481017138,98:7.481017138):0.7132372389):9.023019369):0.7584462261,(((18:10.19175789,(43:8.648898625,73:8.648898625):1.542859268):3.732282596,(72:13.85080709,(12:6.254816045,(37:3.199636812,93:3.199636812):3.055179232):7.59599105):0.07323339465):2.147258253,(1:14.48264471,17:14.48264471):1.588654035):1.904421231):1.642171713):0.7934781265):0.2061736374,((10:7.479864132,26:7.479864132):11.40412633,(81:13.86744813,((60:4.68642134,61:4.68642134):4.366468032,(89:8.048852387,(19:7.818990738,(30:3.263487878,91:3.263487878):4.55550286):0.2298616493):1.004036984):4.814558758):5.016542335):1.733552985):5.410239208):0.276511731):1.641560093;	27.9458544813138
7	5	0.25	((((((28:15.89270998,(13:9.946172784,(46:2.198730799,47:2.198730799):7.747441985):5.946537197):10.73668246,(30:22.79595493,(4:14.87362277,(83:11.08323871,(96:9.896577702,97:9.896577702):1.186661005):3.790384067):7.922332157):3.833437506):2.762563405,(17:11.45191001,(79:0.8155397102,80:0.8155397102):10.6363703):17.94004583):7.874413855,((48:22.28309372,(9:18.43315555,(18:4.117947073,86:4.117947073):14.31520847):3.849938177):5.413976862,((85:20.38539463,((15:11.4013014,(1:10.75282953,54:10.75282953):0.6484718707):3.140551246,(19:6.469684611,50:6.469684611):8.072168034):5.843541981):1.937270979,(44:2.249172966,45:2.249172966):20.07349264):5.37440498):9.569299111):3.388448555,((((20:15.23948966,90:15.23948966):10.17619849,(78:13.81265299,(32:7.941432384,36:7.941432384):5.871220601):11.60303517):4.834357572,(26:28.73779852,(88:24.38490946,((41:14.53104173,(84:11.72668185,(71:1.070723484,72:1.070723484):10.65595837):2.804359876):5.641972251,(55:6.030912085,(23:3.522723534,24:3.522723534):2.508188551):14.1421019):4.211895482):4.352889057):1.512247202):5.694844799,((94:13.16525427,((68:6.162954962,91:6.162954962):4.718815554,(11:6.066978895,61:6.066978895):4.81479162):2.28348375):16.64503331,((12:14.75127241,(58:11.17316609,(53:7.962341452,(60:3.373763568,73:3.373763568):4.588577884):3.210824637):3.578106317):7.432065304,((8:11.69537014,(95:7.450332286,(64:1.24354309,65:1.24354309):6.206789195):4.245037851):5.160272729,(42:2.290779815,43:2.290779815):14.56486305):5.327694845):7.626949867):6.134602944):4.70992773):6.569388896,(((((10:19.34297453,((16:8.304096098,40:8.304096098):6.701643965,(33:2.878703796,34:2.878703796):12.12703627):4.337234463):6.699576676,(3:21.4512439,(27:15.98998592,(57:9.714819823,(62:1.275830312,63:1.275830312):8.438989512):6.275166093):5.461257982):4.591307304):3.151112196,((49:14.25726931,(2:10.6985743,35:10.6985743):3.558695016):6.393983406,(74:16.29432711,(21:11.61056945,59:11.61056945):4.683757656):4.35692561):8.542410678):5.869767337,(((92:0.29891198,93:0.29891198):12.59728833,(31:6.073813481,(99:0.004820262403,100:0.004820262403):6.068993219):6.822386832):16.94951681,(75:17.83194886,(29:11.74184477,(69:1.106183285,70:1.106183285):10.63566149):6.090104089):12.01376826):5.217713617):4.939184514,(((5:16.56681298,25:16.56681298):6.799730273,(52:21.72535845,87:21.72535845):1.641184809):11.82205738,(((81:16.57219761,(76:0.9150619655,77:0.9150619655):15.65713565):5.777364893,((39:15.91897473,(51:10.21468546,(56:3.080253047,89:3.080253047):7.134432411):5.704289276):1.967741224,(82:15.36854584,(37:2.733566898,38:2.733566898):12.63497894):2.518170118):4.462846546):5.994151136,((6:16.03975171,7:16.03975171):7.629745829,((22:10.3897822,(66:1.188571812,67:1.188571812):9.201210387):7.834846073,(14:11.01879878,98:11.01879878):7.205829489):5.444869266):4.674216102):6.84488699):4.814014619):7.221591897):4.639288977;	51.8634961240436
8	20	0.25	(((((45:18.57021557,(94:12.91770383,(52:8.608848364,(33:3.153125459,34:3.153125459):5.455722905):4.308855468):5.652511741):4.050304175,(6:10.56223471,(97:5.923366731,(61:1.798090144,62:1.798090144):4.125276588):4.638867981):12.05828504):5.332694994,((12:13.8837349,69:13.8837349):8.584118249,((26:6.988717301,39:6.988717301):10.39023737,(67:11.35424801,(57:6.954086877,83:6.954086877):4.400161128):6.024706663):5.088898479):5.485361595):9.422765655,(((91:19.0963054,(50:9.683065369,96:9.683065369):9.413240036):6.883409202,((41:13.8388005,(18:11.56007403,22:11.56007403):2.278726471):6.19095485,(71:15.70922901,99:15.70922901):4.320526342):5.949959255):5.657113019,(70:26.00922799,(1:14.18556039,89:14.18556039):11.8236676):5.627599638):5.739152772):7.260163751,(((((((59:11.68803856,74:11.68803856):10.24186911,(17:16.51279543,79:16.51279543):5.41711224):3.646813909,((56:16.78559084,(51:8.564134654,(11:4.228938428,84:4.228938428):4.335196226):8.221456183):4.261350274,(8:17.17255384,(29:7.197950489,95:7.197950489):9.974603349):3.874387273):4.529780462):3.135360423,(((31:8.20012296,54:8.20012296):10.29309959,(24:14.91163171,(68:10.43799426,(46:2.76240224,47:2.76240224):7.675592016):4.47363745):3.581590846):4.349418429,(10:13.21812268,(2:8.457172581,87:8.457172581):4.760950094):9.624518306):5.869441015):4.326906799,(((27:16.37516513,(40:7.86378389,58:7.86378389):8.511381235):6.078579409,(44:10.80807942,93:10.80807942):11.64566511):5.652455197,(55:16.34089012,(9:11.71570111,42:11.71570111):4.625189013):11.76530961):4.932789065):3.4727513,((((3:9.68508544,72:9.68508544):11.55489649,(63:16.92997579,(19:11.53458239,88:11.53458239):5.395393402):4.310006138):3.855139744,(21:19.03909077,73:19.03909077):6.056030902):6.933507867,((((98:5.67650256,(85:0.8096201759,86:0.8096201759):4.866882384):6.111408927,(23:7.748213077,49:7.748213077):4.039698411):4.602362017,(25:12.53841273,92:12.53841273):3.851860771):4.449288785,(30:13.13837959,66:13.13837959):7.701182697):11.18906725):4.483110553):3.961810778,((((4:17.80018762,48:17.80018762):4.549608045,((75:0.9587306539,76:0.9587306539):17.65829415,(36:3.069211269,37:3.069211269):15.54781353):3.732770867):3.082208343,((14:14.81881808,(32:10.56747148,78:10.56747148):4.251346601):5.826852643,(60:15.45352954,(80:0.8924960561,81:0.8924960561):14.56103349):5.192141178):4.78633329):8.334391822,(((((5:9.30980726,(15:4.083997946,16:4.083997946):5.225809315):5.827672589,(35:12.3745682,82:12.3745682):2.762911651):5.167868661,(13:12.41001443,64:12.41001443):7.895334081):4.291426916,((28:11.88675928,65:11.88675928):8.62918021,(77:7.702445408,100:7.702445408):12.81349408):4.080835935):4.370337889,(((7:15.24260342,53:15.24260342):3.59534082,(38:10.55051349,90:10.55051349):8.287430748):5.139171336,(20:18.57974113,43:18.57974113):5.397374445):4.989997743):4.799282515):6.707155042):4.162593274):10.04145845;	54.6776025988922
9	50	0.25	((((((45:16.72875878,(18:7.621000216,20:7.621000216):9.107758562):5.777432443,(((41:2.065741202,42:2.065741202):5.054351313,(35:2.395756438,36:2.395756438):4.724336076):10.11651598,(61:1.22653408,62:1.22653408):16.01007441):5.269582726):5.345654294,((14:16.85090196,77:16.85090196):5.677474106,(60:16.80182182,(23:11.74916374,27:11.74916374):5.052658074):5.726554249):5.323469448):6.274413265,(((67:5.311489347,(85:0.3423558304,86:0.3423558304):4.969133517):9.497655647,(54:1.544530294,55:1.544530294):13.2646147):4.782574119,(6:15.42746337,(7:10.2894567,96:10.2894567):5.138006662):4.164255747):14.53453967):4.725760154,((17:27.94331058,(9:22.79440976,(38:17.45210404,(21:13.03618885,82:13.03618885):4.41591519):5.34230572):5.148900819):5.936956159,((((32:6.722270606,72:6.722270606):14.28848877,(76:15.62249195,(59:5.723717649,71:5.723717649):9.898774302):5.388267428):4.653297498,(46:20.75722815,84:20.75722815):4.906828732):4.04295254,((24:14.19514308,(3:9.842888111,68:9.842888111):4.352254968):10.79324377,((15:9.181041658,100:9.181041658):11.5367471,(56:16.26621439,(47:11.8566693,(37:6.514177789,39:6.514177789):5.342491506):4.40954509):4.451574369):4.270598094):4.718622569):4.173257319):4.971752198):6.476615789,((((13:18.6960119,(30:2.597085889,31:2.597085889):16.09892601):5.461591286,(19:18.30366512,(25:8.366794936,(28:2.604448114,29:2.604448114):5.762346822):9.936870188):5.853938062):5.776832375,((4:19.3320237,(65:10.75494202,90:10.75494202):8.577081671):5.078023529,((8:13.85397587,(5:9.603482618,(53:5.227868518,70:5.227868518):4.375614101):4.250493252):4.712237885,(12:8.781184727,88:8.781184727):9.785029029):5.843833468):5.524388337):11.40986646,((((48:1.829200555,49:1.829200555):24.75428227,(40:21.34013446,((10:12.91523207,(69:9.637766971,(73:5.183858473,79:5.183858473):4.453908497):3.277465101):3.460575179,(74:0.6731646005,75:0.6731646005):15.70264265):4.964327213):5.243348359):5.080707218,((((1:11.43041307,(26:6.289217686,64:6.289217686):5.141195387):4.825630807,(52:6.327203983,57:6.327203983):9.928839896):4.861818137,((50:1.801690094,51:1.801690094):14.14918015,(78:11.08200237,87:11.08200237):4.868867866):5.166991777):5.600172704,(83:21.72071234,(22:7.083315873,(33:2.431283514,34:2.431283514):4.652032359):14.63739647):4.997322376):4.94615532):4.785417523,(((16:13.02929392,(91:0.2839243298,92:0.2839243298):12.74536959):13.13700538,((93:16.79036457,99:16.79036457):4.676524901,(89:16.72128437,(66:11.14631332,((97:0.05703590434,98:0.05703590434):5.529988601,(43:2.056292585,44:2.056292585):3.53073192):5.559288814):5.574971051):4.745605103):4.69940983):4.200755555,(63:21.4981127,((11:9.533274235,(94:0.1989548349,95:0.1989548349):9.3343194):5.403982147,(58:10.34055312,(2:5.755449942,(80:0.540551416,81:0.540551416):5.214898526):4.585103182):4.596703259):6.560856321):8.868942156):6.082552704):4.894694455):3.984332704):3.820278172;	49.1489128943856
